req1,req2,label
transferring to full supervision shall occur automatically when a movement authority and all other necessary information is received through tracktotrain transmission,there shall be no discrepancy between the speed shown to the driver and the speed used for supervision of movement authorities and speed limits function,0
it shall be possible to manually select shunting from stand by operation full supervision operation or partial supervision operation,it shall be possible to define certain locations eg tunnels where speed increase is related to the front of the train,0
the driver shall have the possibility to select the language this does not concern non predefined texts sent from the trackside,the train speed shall be at or below a speed specified by a national value,0
the driver shall have the possibility to select the language this does not concern non predefined texts sent from the trackside,when a train has received an emergency stop etcs shall command the emergency brake,0
any transition which occurs while the train is moving shall in principle occur automatically,if decided by a national value the driver may release the etcs emergency brake when the actual speed is below the permitted speed,0
the change of driver identification during a journey or a train running number shall be possible,if decided by a national value the driver may release the etcs emergency brake when the actual speed is below the permitted speed,0
train data may be entered automatically from a railway management system or from train memory,if the train is equipped with only one operational radio passing from one rbc to another shall still be possible but might result in a performance penalty,0
in case the transition has to be acknowledged and the driver fails to acknowledge as required the etcs shall initiate a brake application,etcs shall supervise shunting operation to a permitted national speed value,0
in case the transition has to be acknowledged and the driver fails to acknowledge as required the etcs shall initiate a brake application,it shall be possible to command an immediate train stop,0
entering or overwriting data manually by the driver shall be possible but only when stationary,the etcs onboard shall be capable of receiving information about pantograph and power supply from the trackside,1
the train speed shall be at or below a speed specified by a national value,the etcs onboard shall be capable of receiving information about pantograph and power supply from the trackside,1
when a train has received an emergency stop etcs shall command the emergency brake,the etcs onboard shall be capable of receiving information about pantograph and power supply from the trackside,1
an etcs equipped traction unit shall be capable of being moved in shunting without train data track data or movement authority,the etcs trainborne equipment shall supervise the end of movement authority if this information is available onboard,0
the etcs trainborne equipment shall supervise the end of movement authority if this information is available onboard,after the acknowledgement the train shall be able to be driven backwards for a certain distance defined by national value,0
following successful completion of train data entry the driver shall be able to perform shunting movements or train movements,the train shall leave partial supervision when the trainborne equipment is not operative any longer when shunting is selected or when full supervision is available,0
trains equipped for ertmsetcs application level shall be able to run on lines equipped with ertmsetcs application level and trains equipped for ertmsetcs application level shall be able to run on lines equipped with ertmsetcs application level and and trains equipped for ertmsetcs application level shall be able to run on lines equipped with ertmsetcs application level and,etcs shall collect all relevant information concerning train and line speed,0
exit from shunting shall take place when the driver selects exit from shunting,the driver shall be able to use the reversing function without needing to reconfirm the train data,0
the supervised speed shall not be shown on the dmi,the train shall be capable of receiving any tracktotrain information intended and relevant for this train including movement authority,1
at start up the on board equipment shall perform an automatic selftest,the reversing function shall only be possible in one active cab which is not closed at any time during the procedure,0
the train shall be supervised according to train speed data available,the reversing function shall only be possible in one active cab which is not closed at any time during the procedure,0
the release speed shall be calculated on board based on either,the reversing function shall only be possible in one active cab which is not closed at any time during the procedure,0
after the acknowledgement the train shall be able to be driven backwards for a certain distance defined by national value,the train running number shall consist of a maximum of numeric digits,0
exit from shunting shall only be possible when the train is stationary,it shall be possible to use multiple traction units without isolating the etcs trainborne equipment on traction units with an inoperative cab,0
national values shall be applicable to a defined area,track to train transmission shall provide the capability to send different speed profiles for specific train categories,0
automatic transfer to shunting may be from full supervision operation and partial supervision operation status at any speed lower than or equal to the supervised shunting speed based on trackside information,the driver shall have the possibility to select the language this does not concern non predefined texts sent from the trackside,0
if track data at least to the location where the relevant movement authority ends are not available onboard the movement authority shall be rejected,after releasing the emergency brake etcs will provide the supervision appertaining when roll away protection was initiated,0
trains equipped for ertmsetcs application level shall be able to run on lines equipped with ertmsetcs application level and trains equipped for ertmsetcs application level shall be able to run on lines equipped with ertmsetcs application level and and trains equipped for ertmsetcs application level shall be able to run on lines equipped with ertmsetcs application level and,within the braking curve area a warning shall be given to the driver to enable him to react and avoid intervention from etcs equipment at least sec before the intervention,0
the entry of driver identification and the selection of the language shall be possible,the trainborne equipment shall remain in full supervision until the trainborne equipment is not active any longer when shunting is selected or when partial supervision information is received,0
the system for train data entry shall provide for the input of other data required by stms connected to etcs this may require additional items not required for etcs to be entered,it shall be possible to use multiple traction units without isolating the etcs trainborne equipment on traction units with an inoperative cab,0
following successful completion of train data entry the driver shall be able to perform shunting movements or train movements,unfitted operation shall be possible if selected by the driver at start up,0
the etcs onboard shall be capable of receiving national values from the trackside to adapt to national requirements,when a traction unit passes a stopsignal the emergency brake shall be triggered,1
the etcs onboard shall be capable of receiving national values from the trackside to adapt to national requirements,reversing shall be possible as defined by a value given with the ma,1
it shall be possible to define certain locations eg tunnels where speed increase is related to the front of the train,when a traction unit passes a stopsignal the emergency brake shall be triggered,0
the ceiling speed level for the movement authority shall be defined as data national value,in etcs with rbc this restriction on performance shall if possible be transmitted to the rbc,0
information received shall not influence the traction units with inoperative cabs,the driver shall be able to use the reversing function without needing to reconfirm the train data,0
the ceiling speed value for the unfitted operation is determined by the lower value out of,track to train transmission shall provide the capability to send different speed profiles for specific train categories,0
etcs shall be compatible with existing national systems listed in the ccs tsi such that it does not interfere with the national systems and is not interfered with by the national systems,exit from shunting shall only be possible when the train is stationary,0
the driver shall acknowledge the level transitions if requested from trackside if the driver does not acknowledge after the transition the brake shall be applied if the driver acknowledges afterwards the brake can be released,the train shall be capable of receiving any tracktotrain information intended and relevant for this train including movement authority,0
track to train transmission shall provide the capability to send different speed profiles for specific train categories,if decided by a national value the driver may release the etcs emergency brake when the actual speed is below the permitted speed,0
the trainborne equipment shall remain in full supervision until the trainborne equipment is not active any longer when shunting is selected or when partial supervision information is received,together with the movement authority the on board shall be able to receive one or more timeouts for certain sections of the movement authority and shorten the movement authority accordingly when a time out expires,0
unfitted operation shall be possible if selected by the driver at start up,the information regarding lowering and raising of the pantograph and openingclosing of the circuit breaker shall be provided separately and in combinations,0
the train shall be supervised according to train speed data available,the information regarding lowering and raising of the pantograph and openingclosing of the circuit breaker shall be provided separately and in combinations,0
the etcs trainborne equipment shall be capable of being isolated,the retention period for the recorded data will be different and two levels are foreseen,0
partial supervision shall be selected either by the driver or by information received from tracktotrain transmission,together with the movement authority the on board shall be able to receive one or more timeouts for certain sections of the movement authority and shorten the movement authority accordingly when a time out expires,0
etcs shall provide the driver with information to allow him to drive the train safely,transitions which occur while the train is stationary shall be initiated automatically or manually as appropriate,0
transitions which occur while the train is stationary shall be initiated automatically or manually as appropriate,for transitions to and from national operation stm the etcs shall request an acknowledgement by the driver,0
transitions which occur while the train is stationary shall be initiated automatically or manually as appropriate,the cooperative revocation of the ma shall be possible to a new target location proposed from rbc,0
it shall be possible to command an immediate train stop,if a train cannot stop at the proposed new target location it shall reject the request and keep the old target location,0
transferring to full supervision shall occur automatically when a movement authority and all other necessary information is received through tracktotrain transmission,when changing to a lower speed level the front end of the train shall respect the dynamic train speed profile,0
transferring to full supervision shall occur automatically when a movement authority and all other necessary information is received through tracktotrain transmission,when changing to a higher speed level the rear end of the train shall respect the static train speed profile,0
if the supervision is performed by a rbc it shall be possible to prevent movements of a traction unit in its area if not authorised by the rbc,the override control shall be protected against inadvertent operation,0
any transition which occurs while the train is moving shall in principle occur automatically,before authomatic transition to shunting etcs shall request confirmation from the driver,0
any transition which occurs while the train is moving shall in principle occur automatically,information received shall not influence the traction units with inoperative cabs,0
the change of driver identification during a journey or a train running number shall be possible,before authomatic transition to shunting etcs shall request confirmation from the driver,0
the change of driver identification during a journey or a train running number shall be possible,when a traction unit passes a stopsignal the emergency brake shall be triggered,0
transfer to shunting on drivers selection shall only be possible when stationary,the roll awayreverse movement intervention shall be indicated on the dmi,1
the train shall have the capability of being supervised to a ceiling speed,it shall be possible to order a train trip when passing a stop signal,0
it shall be possible to send information on adhesion conditions from trackside,the roll awayreverse movement intervention shall be indicated on the dmi,1
it shall be possible to send information on adhesion conditions from trackside,standardised output interfaces shall enable transmission of information recorded to other media for investigation,0
each railway shall have the possibility of allowing a different release speed for every signal,when a traction unit passes a stopsignal the emergency brake shall be triggered,0
the system for train data entry shall provide for the input of other data required by stms connected to etcs this may require additional items not required for etcs to be entered,in the event of a transmission failure the following reactions shall be capable of being applied in accordance with a national value,0
it shall be possible to send plain text messages from track to train,when the plain text message appears on the dmi the driver shall be alerted,0
the etcs trainborne equipment shall be capable of being isolated,if a train cannot stop at the proposed new target location it shall reject the request and keep the old target location,0
the onboard equipment shall display plain text messages as received,if a train cannot stop at the proposed new target location it shall reject the request and keep the old target location,0
national values shall be applicable to a defined area,if the onboard fails to contact the rbc when awakening the driver shall be asked to enter the rbc contact details,0
national values shall be applicable to a defined area,on lines fitted with rbc the etcs trainborne equipment shall be able to transmit the location of the entire train to the rbc,0
the etcs trainborne equipment shall be capable of supervising the following operational states,it shall be possible to prevent a train from entering a route for which it does not meet the required criteria,0
track to train transmission shall provide the capability to send different speed profiles for specific train categories,the new target location shall be checked for acceptance by the on board,0
based on all relevant data the etcs shall calculate an emergency braking curve and a service braking curve,the etcs trainborne equipment shall transmit its own train identification to the rbc,0
based on all relevant data the etcs shall calculate an emergency braking curve and a service braking curve,the new target location shall be checked for acceptance by the on board,0
the braking curves shall ensure that the train complies with its speed requirements,it shall be possible to prevent a train from entering a route for which it does not meet the required criteria,0
it shall be possible to prevent a train from entering a route for which it does not meet the required criteria,fixed text messages shall be provided in the language selected by the driver,0
etcs shall be able to supervise train and shunting movements,default values shall be harmonised values permanently stored in all ertmsetcs on board equipment,0
if acknowledgement is specified the driver shall acknowledge transfer from full supervision to partial supervision within seconds,all data entered received or indicated to the driver shall be recorded onboard all data shall be related to utc universal time corrected and a reference point,0
trains equipped for ertmsetcs application level shall be able to run on lines equipped with ertmsetcs application level and trains equipped for ertmsetcs application level shall be able to run on lines equipped with ertmsetcs application level and and trains equipped for ertmsetcs application level shall be able to run on lines equipped with ertmsetcs application level and,the driver shall be able to select train data entry on the dmi,0
if the supervision is performed by a rbc it shall be possible to prevent movements of a traction unit in its area if not authorised by the rbc,any transition which occurs while the train is moving shall in principle occur automatically,0
if the supervision is performed by a rbc it shall be possible to prevent movements of a traction unit in its area if not authorised by the rbc,the driver shall be able to release an etcs emergency brake application when stationary,0
track to train transmission shall provide the capability to send different speed profiles for specific train categories,together with the movement authority the on board shall be able to receive one or more timeouts for certain sections of the movement authority and shorten the movement authority accordingly when a time out expires,0
based on all relevant data the etcs shall calculate an emergency braking curve and a service braking curve,if decided by a national value the driver may release the etcs emergency brake when the actual speed is below the permitted speed,0
based on all relevant data the etcs shall calculate an emergency braking curve and a service braking curve,when the traction unit is stationary the driver shall be required to acknowledge the train trip condition this acknowledgement will release the emergency brake,0
at start up the on board equipment shall perform an automatic selftest,if the onboard fails to contact the rbc when awakening the driver shall be asked to enter the rbc contact details,0
if the onboard fails to contact the rbc when awakening the driver shall be asked to enter the rbc contact details,the train running number shall consist of a maximum of numeric digits,0
this static train speed profile shall also respect maximum line speed and track speed and special speed levels for special classes of trains,the release speed shall be calculated on board based on either,0
on request of the rbc the driver shall have the possibility to confirm that the track ahead of him until the end of the on sight section is clear,it shall be possible to prevent a train from entering a route for which it does not meet the required criteria,0
for transitions to and from national operation stm the etcs shall request an acknowledgement by the driver,actual speed shall still be shown on the dmi,1
there shall be no discrepancy between the speed shown to the driver and the speed used for supervision of movement authorities and speed limits function,in etcs with rbc this restriction on performance shall if possible be transmitted to the rbc,0
the on board shall be capable of sending train data to the trackside after confirmation by the driver or when entering the rbc area,it shall be possible to revoke a movement authority that has already been issued to a train in a cooperative way between rbc and train,0
all data entered received or indicated to the driver shall be recorded onboard all data shall be related to utc universal time corrected and a reference point,if the train is equipped with two operational radios there shall be no performance penalty as a result of a transition from one rbc to another train spacing and train speed,0
if as a result of an automatic transition except for transitions to and from national operation stm the responsibility for the driver increases the etcs shall seek an acknowledgement from the driver whether the train is stationary or not,after overriding this function the movement authority shall be reestablished,0
if the supervision is performed by a rbc it shall be possible to prevent movements of a traction unit in its area if not authorised by the rbc,etcs is required to be functional to a maximum train speed of kmh,0
entering or overwriting data manually by the driver shall be possible but only when stationary,if supervised by an rbc it shall be possible to command an emergency stop to all trains in a particular area or to a specific train,0
the train speed shall be at or below a speed specified by a national value,if supervised by an rbc it shall be possible to command an emergency stop to all trains in a particular area or to a specific train,0
the change of driver identification during a journey or a train running number shall be possible,if track data at least to the location where the relevant movement authority ends are not available onboard the movement authority shall be rejected,0
the current application level shall be indicated on the dmi,when a train has received an emergency stop etcs shall command the emergency brake,1
the system for train data entry shall provide for the input of other data required by stms connected to etcs this may require additional items not required for etcs to be entered,etcs shall supervise shunting operation to a permitted national speed value,0
following successful completion of train data entry the driver shall be able to perform shunting movements or train movements,the emergency brake shall be applied until the traction unit is stationary,0
an etcs equipped traction unit shall be capable of being moved in shunting without train data track data or movement authority,a train shall be supervised to its static and dynamic train speed profiles,0
it shall be possible to implement one or more of the etcs application levels on a line,if a train cannot stop at the proposed new target location it shall reject the request and keep the old target location,0
transitions which occur while the train is stationary shall be initiated automatically or manually as appropriate,if a train cannot stop at the proposed new target location it shall reject the request and keep the old target location,0
when the etcs trainborne equipment is isolated the system shall not show any etcs information other than the fact that the system is isolated,when using more than one traction unit this function shall be disabled in all but the leading traction unit,0
it shall be possible to manually select shunting from stand by operation full supervision operation or partial supervision operation,exit from shunting shall take place when the driver selects exit from shunting,0
the trainborne equipment shall remain in full supervision until the trainborne equipment is not active any longer when shunting is selected or when partial supervision information is received,the trackside shall be able to send information for the calculation of speed profiles,0
an etcs equipped traction unit shall be capable of being moved in shunting without train data track data or movement authority,based on all relevant data the etcs shall calculate an emergency braking curve and a service braking curve,0
if an etcs equipped train passes a level transition to one or more levels for which it is not equipped etcs shall initiate a brake application,etcs shall collect all relevant information concerning train and line speed,0
following successful completion of train data entry the driver shall be able to perform shunting movements or train movements,automatic transfer to shunting may be from full supervision operation and partial supervision operation status at any speed lower than or equal to the supervised shunting speed based on trackside information,0
it shall be possible for the trackside to ask a driver for confirmation about the occupancy of the track ahead before sending a full supervision movement authority,the train speed shall be at or below a speed specified by a national value,0
the following data may be entered manually by the driver or from train memory,after releasing the emergency brake etcs will provide the supervision appertaining when roll away protection was initiated,0
the trackside shall be able to send information for the calculation of speed profiles,after releasing the emergency brake etcs will provide the supervision appertaining when roll away protection was initiated,0
after releasing the emergency brake etcs will provide the supervision appertaining when roll away protection was initiated,the train trip function,0
the train trip function,the cooperative revocation of the ma shall be possible to a new target location proposed from rbc,0
if an etcs equipped train passes a level transition to one or more levels for which it is not equipped etcs shall initiate a brake application,it shall be possible to define certain locations eg tunnels where speed increase is related to the front of the train,0
entering or overwriting data manually by the driver shall be possible but only when stationary,the etcs trainborne equipment shall indicate on the dmi the information regarding pantograph and power supply,1
etcs shall supervise shunting operation to a permitted national speed value,the driver shall know the distance to the next point defining the indicated braking curve and the permitted speed allowed this shall be shown to the driver in a way that is understandable and logical,0
the train shall leave partial supervision when the trainborne equipment is not operative any longer when shunting is selected or when full supervision is available,it shall be possible to order a train trip when passing a stop signal,0
if an etcs equipped train passes a level transition to one or more levels for which it is not equipped etcs shall initiate a brake application,when the etcs trainborne equipment is isolated the system shall not show any etcs information other than the fact that the system is isolated,0
the driver shall have the possibility to select the language this does not concern non predefined texts sent from the trackside,when using more than one traction unit this function shall be disabled in all but the leading traction unit,0
etcs shall collect all relevant information concerning train and line speed,information shall be shown on the dmi,1
if an etcs equipped train passes a level transition to one or more levels for which it is not equipped etcs shall initiate a brake application,it shall be possible to use multiple traction units without isolating the etcs trainborne equipment on traction units with an inoperative cab,0
the following data may be entered manually by the driver or from train memory,the train location calculation shall take into account error of odometry,0
the following data may be entered manually by the driver or from train memory,after overriding this function the movement authority shall be reestablished,0
when changing to a lower speed level the front end of the train shall respect the dynamic train speed profile,after overriding this function the movement authority shall be reestablished,0
when changing to a higher speed level the rear end of the train shall respect the static train speed profile,after overriding this function the movement authority shall be reestablished,0
the indication provided shall enable the driver to drive at the permitted speed without receiving a warning and without intervention of etcs,after overriding this function the movement authority shall be reestablished,0
the system for train data entry shall provide for the input of other data required by stms connected to etcs this may require additional items not required for etcs to be entered,the braking curves shall ensure that the train complies with its speed requirements,0
it shall be possible to use tandem traction units without isolating the etcs trainborne equipment on the tandem traction unit,it shall be possible to revoke a movement authority that has already been issued to a train in a cooperative way between rbc and train,0
the train trip function,it shall be possible to prevent a train from entering a route for which it does not meet the required criteria,0
after the acknowledgement the driver shall be able to continue the movement,it shall be possible to revoke a movement authority that has already been issued to a train in a cooperative way between rbc and train,0
transferring to full supervision shall occur automatically when a movement authority and all other necessary information is received through tracktotrain transmission,the etcs trainborne equipment shall supervise the end of movement authority if this information is available onboard,0
etcs shall be compatible with existing national systems listed in the ccs tsi such that it does not interfere with the national systems and is not interfered with by the national systems,if the train is equipped with two operational radios there shall be no performance penalty as a result of a transition from one rbc to another train spacing and train speed,0
if the supervision is performed by a rbc it shall be possible to prevent movements of a traction unit in its area if not authorised by the rbc,if an etcs equipped train passes a level transition to one or more levels for which it is not equipped etcs shall initiate a brake application,0
it shall be possible to manually select shunting from stand by operation full supervision operation or partial supervision operation,all data entered received or indicated to the driver shall be recorded onboard all data shall be related to utc universal time corrected and a reference point,0
if an etcs equipped train passes a level transition to one or more levels for which it is not equipped etcs shall initiate a brake application,if there are failures of the trainborne equipment which compromise the safety of train supervision the etcs trainborne equipment shall immediately command the brake and bring the train to a stop,0
if acknowledgement is specified the driver shall acknowledge transfer from full supervision to partial supervision within seconds,the trainborne equipment shall apply the emergency brake after a distance defined by a national value is travelled by the train,0
if the release speed is calculated on board it shall ensure that the train will stop before reaching the danger point,the train shall be able to automatically pass from one rbc area to another without driver intervention,0
the trainborne equipment shall apply the emergency brake after a distance defined by a national value is travelled by the train,the train shall be able to automatically pass from one rbc area to another without driver intervention,0
if an etcs equipped train passes a level transition to a line fitted with more than one level the onboard shall switch to the highest level according to the priority given by trackside for which it is equipped,the retention period for the recorded data will be different and two levels are foreseen,0
current train data shall be stored except at transition to shunting in the etcs equipment until the traction unit is not operative,the release speed shall be calculated on board based on either,0
current train data shall be stored except at transition to shunting in the etcs equipment until the traction unit is not operative,the train running number shall consist of a maximum of numeric digits,0
it shall be possible to apply the train trip function if the shunting movement passes a signal showing danger for shunting,the release speed shall be calculated on board based on either,0
it shall be possible to apply the train trip function if the shunting movement passes a signal showing danger for shunting,the train running number shall consist of a maximum of numeric digits,0
exit from shunting shall only be possible when the train is stationary,in the event of a transmission failure the following reactions shall be capable of being applied in accordance with a national value,0
when a traction unit passes a stopsignal the emergency brake shall be triggered,in the event of a transmission failure the following reactions shall be capable of being applied in accordance with a national value,0
the train shall leave partial supervision when the trainborne equipment is not operative any longer when shunting is selected or when full supervision is available,there shall be no discrepancy between the speed shown to the driver and the speed used for supervision of movement authorities and speed limits function,0
the system for train data entry shall provide for the input of other data required by stms connected to etcs this may require additional items not required for etcs to be entered,if the release speed is calculated on board it shall ensure that the train will stop before reaching the danger point,0
when changing to a lower speed level the front end of the train shall respect the dynamic train speed profile,all data entered received or indicated to the driver shall be recorded onboard all data shall be related to utc universal time corrected and a reference point,0
when changing to a higher speed level the rear end of the train shall respect the static train speed profile,all data entered received or indicated to the driver shall be recorded onboard all data shall be related to utc universal time corrected and a reference point,0
to prevent unauthorised use of the function permission shall be obtained from the rbc if the train is operating under the control of the rbc,it shall be possible to revoke a movement authority that has already been issued to a train in a cooperative way between rbc and train,0
if the release speed is calculated on board it shall ensure that the train will stop before reaching the danger point,information received shall not influence the traction units with inoperative cabs,0
if the release speed is calculated on board it shall ensure that the train will stop before reaching the danger point,reversing shall be possible as defined by a value given with the ma,0
the train shall leave partial supervision when the trainborne equipment is not operative any longer when shunting is selected or when full supervision is available,if a train cannot stop at the proposed new target location it shall reject the request and keep the old target location,0
an etcs equipped traction unit shall be capable of being moved in shunting without train data track data or movement authority,the etcs trainborne equipment shall be able to determine the location of the entire train,0
standardised output interfaces shall enable transmission of information recorded to other media for investigation,the train running number shall consist of a maximum of numeric digits,0
if an etcs equipped train passes a level transition to one or more levels for which it is not equipped etcs shall initiate a brake application,the train shall be capable of receiving any tracktotrain information intended and relevant for this train including movement authority,0
train data may be entered automatically from a railway management system or from train memory,it shall be possible to revoke a movement authority that has already been issued to a train in a cooperative way between rbc and train,0
once received onboard the national values shall remain valid even if the onboard equipment is switched off,when a train has received an emergency stop etcs shall command the emergency brake,0
track to train transmission shall provide the capability to send different speed profiles for specific train categories,when a train has received an emergency stop etcs shall command the emergency brake,0
stored train data shall be offered to the driver to be confirmed when data entry starts,etcs shall calculate the permitted speed for the train for all locations of the authorised movement,0
the system for train data entry shall provide for the input of other data required by stms connected to etcs this may require additional items not required for etcs to be entered,the train trip function,0
default values shall be harmonised values permanently stored in all ertmsetcs on board equipment,isolation of the etcs trainborne equipment shall disconnect the etcs trainborne equipment from the vehicle braking system,0
full supervision shall provide supervision of speed and distance,the indication provided shall enable the driver to drive at the permitted speed without receiving a warning and without intervention of etcs,0
etcs shall supervise shunting operation to a permitted national speed value,if supervised by an rbc it shall be possible to command an emergency stop to all trains in a particular area or to a specific train,0
if track data at least to the location where the relevant movement authority ends are not available onboard the movement authority shall be rejected,it shall be possible to send plain text messages from track to train,0
if track data at least to the location where the relevant movement authority ends are not available onboard the movement authority shall be rejected,it shall be possible to send fixed text messages from track to train,0
stored train data shall be offered to the driver to be confirmed when data entry starts,the reversing function shall only be possible in one active cab which is not closed at any time during the procedure,0
any transition which occurs while the train is moving shall in principle occur automatically,to protect a traction unit from roll away and unwanted reverse movements the trainborne equipment shall monitor the direction of movement in relation to the permitted direction,0
the change of driver identification during a journey or a train running number shall be possible,to protect a traction unit from roll away and unwanted reverse movements the trainborne equipment shall monitor the direction of movement in relation to the permitted direction,0
each railway shall have the possibility of allowing a different release speed for every signal,to protect a traction unit from roll away and unwanted reverse movements the trainborne equipment shall monitor the direction of movement in relation to the permitted direction,0
together with the movement authority the on board shall be able to receive one or more timeouts for certain sections of the movement authority and shorten the movement authority accordingly when a time out expires,the character set used shall support different languages,0
etcs is required to be functional to a maximum train speed of kmh,transfer to shunting on drivers selection shall only be possible when stationary,0
etcs is required to be functional to a maximum train speed of kmh,before authomatic transition to shunting etcs shall request confirmation from the driver,0
the system for train data entry shall provide for the input of other data required by stms connected to etcs this may require additional items not required for etcs to be entered,the train speed shall be at or below a speed specified by a national value,0
before authomatic transition to shunting etcs shall request confirmation from the driver,the braking curves shall ensure that the train complies with its speed requirements,0
before authomatic transition to shunting etcs shall request confirmation from the driver,the new target location shall be checked for acceptance by the on board,0
the braking curves shall ensure that the train complies with its speed requirements,when a traction unit passes a stopsignal the emergency brake shall be triggered,0
information received shall not influence the traction units with inoperative cabs,the etcs trainborne equipment shall transmit its own train identification to the rbc,0
information received shall not influence the traction units with inoperative cabs,the new target location shall be checked for acceptance by the on board,0
when a traction unit passes a stopsignal the emergency brake shall be triggered,the etcs trainborne equipment shall transmit its own train identification to the rbc,0
the etcs trainborne equipment shall transmit its own train identification to the rbc,reversing shall be possible as defined by a value given with the ma,0
if an etcs equipped train passes a level transition to a line fitted with more than one level the onboard shall switch to the highest level according to the priority given by trackside for which it is equipped,unfitted operation shall be possible if selected by the driver at start up,0
trains equipped for ertmsetcs application level shall be able to run on lines equipped with ertmsetcs application level and trains equipped for ertmsetcs application level shall be able to run on lines equipped with ertmsetcs application level and and trains equipped for ertmsetcs application level shall be able to run on lines equipped with ertmsetcs application level and,etcs shall supervise shunting operation to a permitted national speed value,0
trains equipped for ertmsetcs application level shall be able to run on lines equipped with ertmsetcs application level and trains equipped for ertmsetcs application level shall be able to run on lines equipped with ertmsetcs application level and and trains equipped for ertmsetcs application level shall be able to run on lines equipped with ertmsetcs application level and,the etcs trainborne equipment shall be capable of being isolated,0
transitions which occur while the train is stationary shall be initiated automatically or manually as appropriate,together with the movement authority the on board shall be able to receive one or more timeouts for certain sections of the movement authority and shorten the movement authority accordingly when a time out expires,0
the system for train data entry shall provide for the input of other data required by stms connected to etcs this may require additional items not required for etcs to be entered,it shall be possible to revoke a movement authority that has already been issued to a train in a cooperative way between rbc and train,0
transitions which occur while the train is stationary shall be initiated automatically or manually as appropriate,the train location calculation shall take into account error of odometry,0
transitions which occur while the train is stationary shall be initiated automatically or manually as appropriate,after overriding this function the movement authority shall be reestablished,0
the ceiling speed level for the movement authority shall be defined as data national value,the train shall be able to automatically pass from one rbc area to another without driver intervention,0
transitions which occur while the train is stationary shall be initiated automatically or manually as appropriate,the driver shall have the possibility to select the language this does not concern non predefined texts sent from the trackside,0
train data shall be entered before the onboard etcs equipment allows train movement,the driver shall have the possibility to select the language this does not concern non predefined texts sent from the trackside,0
together with the movement authority the on board shall be able to receive one or more timeouts for certain sections of the movement authority and shorten the movement authority accordingly when a time out expires,it shall be possible to prevent a train from entering a route for which it does not meet the required criteria,0
at start up the on board equipment shall perform an automatic selftest,the train shall have the capability of being supervised to a ceiling speed,0
at start up the on board equipment shall perform an automatic selftest,the emergency brake shall be applied until the traction unit is stationary,0
automatic transfer to shunting may be from full supervision operation and partial supervision operation status at any speed lower than or equal to the supervised shunting speed based on trackside information,the driver shall be able to override the function when the train is stationary,0
after releasing the emergency brake etcs will provide the supervision appertaining when roll away protection was initiated,the information regarding lowering and raising of the pantograph and openingclosing of the circuit breaker shall be provided separately and in combinations,0
the trackside shall be able to send information for the calculation of speed profiles,if supervised by an rbc it shall be possible to command an emergency stop to all trains in a particular area or to a specific train,0
